Facility_ID,Hospital_Name,Detailed_Region,Region,Procedure,Year_of_Hospital_Discharge,Number_of_Cases,Number_of_Deaths,Observed_Mortality_Rate,Expected_Mortality_Rate,Risk_Adjusted_Mortality_Rate,Lower_Limit_of_Confidence_Interval,Upper_Limit_of_Confidence_Interval,Comparison_Results,Start_Year,End_Year,Mid_Year,Comparison_Results_Category,Is_Higher_Than_Expected_Mortality,Is_Lower_Than_Expected_Mortality,Is_As_Expected_Mortality,Observed_vs_Expected_Difference,Observed_vs_RiskAdjusted_Difference
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2014,462,6,1.3,1.28,0.76,0.28,1.65,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,0.020000000000000018,0.54
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Non-Emergency PCI,2013,22,1,4.55,0.97,3.47,0.05,19.32,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,3.58,1.0799999999999996
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013,351,5,1.42,0.89,1.18,0.38,2.75,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.5299999999999999,0.24
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2015,703,6,0.85,0.96,1.01,0.37,2.21,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.10999999999999999,-0.16000000000000003
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2012-2014,720,17,2.36,2.21,3.14,1.83,5.03,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.1499999999999999,-0.7800000000000002
1,Albany Med. Ctr,Capital District,Capital District,Emergency PCI,2012-2014,518,24,4.63,2.86,4.77,3.05,7.09,Rate significantly higher than Statewide Rate,2012,2014,2013,Rate significantly higher than Statewide Rate,False,False,False,1.77,-0.13999999999999968
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2012-2014,372,7,1.88,1.99,2.78,1.11,5.73,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,-0.1100000000000001,-0.8999999999999999
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2013-2015,538,25,4.65,2.27,6.21,4.02,9.17,Rate significantly higher than Statewide Rate,2013,2015,2014,Rate significantly higher than Statewide Rate,False,False,False,2.3800000000000003,-1.5599999999999996
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2012-2014,739,22,2.98,2.4,3.94,2.47,5.97,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.5800000000000001,-0.96
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2014,186,3,1.61,1.11,1.78,0.36,5.21,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,0.5,-0.16999999999999993
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2013-2015,200,7,3.5,2.85,3.74,1.5,7.7,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.6499999999999999,-0.2400000000000002
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2015,249,1,0.4,0.56,0.53,0.01,2.96,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.16000000000000003,-0.13
5,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2013-2015,553,15,2.71,2.36,3.5,1.96,5.77,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.3500000000000001,-0.79
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Emergency PCI,2013-2015,447,19,4.25,4.4,2.94,1.77,4.59,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-0.15000000000000036,1.31
756,Samaritan Hospital,Capital District,Capital District,Emergency PCI,2012-2014,182,4,2.2,1.66,3.89,1.05,9.97,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.5400000000000003,-1.69
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,All PCI,2013,270,5,1.85,2.58,0.82,0.26,1.91,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.73,1.0300000000000002
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013,1149,14,1.22,0.93,0.97,0.53,1.63,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.2899999999999999,0.25
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2013-2015,767,24,3.13,2.5,3.8,2.44,5.66,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.6299999999999999,-0.6699999999999999
829,Ellis Hospital,Capital District,Capital District,CABG,2014,206,1,0.49,1.24,0.48,0.01,2.65,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,-0.75,0.010000000000000009
1005,Glens Falls Hospital,Capital District,Capital District,All PCI,2013,223,2,0.9,1.0,1.02,0.11,3.69,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.09999999999999998,-0.12
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,433,22,5.08,4.78,2.99,1.87,4.52,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,0.2999999999999998,2.09
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2014,653,2,0.31,1.17,0.31,0.03,1.11,Rate significantly lower than Statewide Rate,2014,2014,2014,Rate significantly lower than Statewide Rate,False,False,False,-0.8599999999999999,0.0
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,All PCI,2013,90,2,2.22,3.64,0.7,0.08,2.52,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-1.42,1.5200000000000002
1637,NYP-Queens,Queens,NY Metro - NYC,CABG,2013,90,1,1.11,1.42,1.44,0.02,7.99,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.30999999999999983,-0.32999999999999985
1637,NYP-Queens,Queens,NY Metro - NYC,Emergency PCI,2013-2015,474,13,2.74,2.33,3.58,1.91,6.13,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.41000000000000014,-0.8399999999999999
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,CABG,2014,332,7,2.11,1.35,1.9,0.76,3.92,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,0.7599999999999998,0.20999999999999996
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,163,7,4.29,3.18,3.8,1.52,7.82,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,1.1099999999999999,0.4900000000000002
829,Ellis Hospital,Capital District,Capital District,All PCI,2015,470,9,1.91,1.22,1.78,0.81,3.39,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.69,0.1299999999999999
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2013-2015,879,26,2.96,3.53,2.54,1.66,3.72,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-0.5699999999999998,0.41999999999999993
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2012-2014,214,8,3.74,3.57,3.08,1.33,6.07,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.17000000000000037,0.6600000000000001
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,CABG,2013,267,3,1.12,2.26,0.91,0.18,2.67,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-1.1399999999999997,0.21000000000000008
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2015,259,3,1.16,1.31,1.0,0.2,2.93,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.15000000000000013,0.15999999999999992
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,193,5,2.59,2.35,3.24,1.04,7.56,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.23999999999999977,-0.6500000000000004
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,336,8,2.38,2.8,2.39,1.03,4.7,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.41999999999999993,-0.010000000000000231
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,518,23,4.44,6.24,2.0,1.27,3.0,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-1.7999999999999998,2.4400000000000004
1178,Bronx-Lebanon-Concourse,Bronx,NY Metro - NYC,Emergency PCI,2013-2015,188,7,3.72,4.09,2.77,1.11,5.7,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-0.36999999999999966,0.9500000000000002
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2012-2014,254,13,5.12,3.65,4.13,2.2,7.06,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,1.4700000000000002,0.9900000000000002
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2011-2013,466,12,2.58,2.5,2.89,1.49,5.05,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,0.08000000000000007,-0.31000000000000005
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,226,7,3.1,2.33,4.59,1.84,9.46,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,0.77,-1.4899999999999998
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,CABG,2015,199,2,1.01,1.39,1.12,0.13,4.05,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.3799999999999999,-0.1100000000000001
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2012-2014,60,0,0.0,2.1,0.0,0.0,9.27,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,-2.1,0.0
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2013,262,1,0.38,0.84,0.34,0.0,1.88,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.45999999999999996,0.03999999999999998
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,All PCI,2013,336,7,2.08,1.44,1.66,0.66,3.41,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.6400000000000001,0.42000000000000015
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,CABG,2015,297,3,1.01,1.88,0.84,0.17,2.45,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.8699999999999999,0.17000000000000004
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2013,332,2,0.6,1.46,0.47,0.05,1.7,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.86,0.13
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2013-2015,1304,48,3.68,2.67,4.19,3.09,5.55,Rate significantly higher than Statewide Rate,2013,2015,2014,Rate significantly higher than Statewide Rate,False,False,False,1.0100000000000002,-0.5100000000000002
5,St. Peters Hospital,Capital District,Capital District,All PCI,2015,856,11,1.29,0.92,1.59,0.79,2.84,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.37,-0.30000000000000004
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Emergency PCI,2013-2015,351,23,6.55,3.74,5.33,3.38,8.0,Rate significantly higher than Statewide Rate,2013,2015,2014,Rate significantly higher than Statewide Rate,False,False,False,2.8099999999999996,1.2199999999999998
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2013-2015,90,6,6.67,3.63,5.58,2.04,12.15,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,3.04,1.0899999999999999
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,TAVR,2013-2015,107,9,8.41,4.99,8.01,3.66,15.21,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,3.42,0.40000000000000036
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,All PCI,2013,204,5,2.45,1.98,1.42,0.46,3.3,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.4700000000000002,1.0300000000000002
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Emergency PCI,2011-2013,90,2,2.22,3.98,1.57,0.18,5.67,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-1.7599999999999998,0.6500000000000001
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2015,575,10,1.74,1.8,1.1,0.53,2.02,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.06000000000000005,0.6399999999999999
1630,Long Island Jewish MC,Queens,NY Metro - NYC,All PCI,2013,1695,14,0.83,0.92,1.02,0.56,1.72,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.09000000000000008,-0.19000000000000006
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,All PCI,2013,133,2,1.5,1.46,1.17,0.13,4.24,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.040000000000000036,0.33000000000000007
0,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2014,38658,287,0.74,0.74,0.74,,,Statewide Rate,2014,2014,2014,Statewide Rate,False,False,False,0.0,0.0
635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2015,106,3,2.83,0.65,3.23,0.65,9.43,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,2.18,-0.3999999999999999
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,449,16,3.56,3.28,3.05,1.74,4.95,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,0.28000000000000025,0.5100000000000002
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2013,136,3,2.21,0.9,1.81,0.36,5.28,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,1.31,0.3999999999999999
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,All PCI,2015,282,2,0.71,1.71,0.47,0.05,1.7,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-1.0,0.24
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,CABG,2013,135,1,0.74,0.98,1.38,0.02,7.7,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.24,-0.6399999999999999
1630,Long Island Jewish MC,Queens,NY Metro - NYC,CABG,2013,173,3,1.73,2.68,1.19,0.24,3.47,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.9500000000000002,0.54
599,Faxton - St. Lukes,Central NY,Central NY,Emergency PCI,2012-2014,149,11,7.38,3.72,5.85,2.91,10.46,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,3.6599999999999997,1.5300000000000002
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2013-2015,132,6,4.55,2.68,5.15,1.88,11.2,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,1.8699999999999997,-0.6000000000000005
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,411,3,0.73,0.59,0.92,0.18,2.69,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,0.14,-0.19000000000000006
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2013-2015,426,16,3.76,2.81,4.06,2.32,6.6,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.9499999999999997,-0.2999999999999998
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,All PCI,2015,1059,3,0.28,0.79,0.41,0.08,1.19,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.51,-0.12999999999999995
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2013-2015,224,13,5.8,4.26,4.15,2.21,7.09,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,1.54,1.6499999999999995
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2013-2015,4,0,0.0,1.89,0.0,0.0,100.0,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-1.89,0.0
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Non-Emergency PCI,2013,1268,6,0.47,0.49,0.72,0.26,1.57,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.020000000000000018,-0.25
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2012-2014,566,19,3.36,3.6,2.96,1.78,4.63,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,-0.2400000000000002,0.3999999999999999
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2011-2013,284,9,3.17,3.3,2.7,1.23,5.13,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.1299999999999999,0.46999999999999975
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,2378,13,0.55,0.81,0.5,0.27,0.86,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,-0.26,0.050000000000000044
829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2012-2014,516,8,1.55,2.44,1.87,0.81,3.69,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,-0.8899999999999999,-0.32000000000000006
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2013-2015,248,11,4.44,3.77,3.58,1.78,6.4,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.6700000000000004,0.8600000000000003
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,CABG,2013,176,2,1.14,1.2,1.74,0.2,6.28,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.06000000000000005,-0.6000000000000001
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,CABG,2013,84,0,0.0,1.29,0.0,0.0,6.2,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-1.29,0.0
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2011-2013,71,3,4.23,2.56,4.64,0.93,13.55,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,1.6700000000000004,-0.40999999999999925
635,Univ. Hosp-Upstate,Central NY,Central NY,Valve or Valve/CABG,2012-2014,141,6,4.26,2.82,4.8,1.75,10.45,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,1.44,-0.54
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,CABG,2015,474,10,2.11,1.25,2.62,1.26,4.82,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.8599999999999999,-0.5100000000000002
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2013,278,2,0.72,0.79,0.67,0.08,2.42,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.07000000000000006,0.04999999999999993
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,All PCI,2013,4522,27,0.6,0.74,0.92,0.61,1.34,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.14,-0.32000000000000006
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2013,889,5,0.56,0.9,0.46,0.15,1.07,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,-0.33999999999999997,0.10000000000000003
58,UHS-Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2013-2015,230,14,6.09,2.06,8.96,4.89,15.03,Rate significantly higher than Statewide Rate,2013,2015,2014,Rate significantly higher than Statewide Rate,False,False,False,4.029999999999999,-2.870000000000001
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,All PCI,2013,958,17,1.77,1.15,1.76,1.03,2.82,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.6200000000000001,0.010000000000000009
1005,Glens Falls Hospital,Capital District,Capital District,Non-Emergency PCI,2013,148,1,0.68,0.39,1.28,0.02,7.14,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.29000000000000004,-0.6
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2011-2013,426,17,3.99,4.02,3.42,1.99,5.48,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.02999999999999936,0.5700000000000003
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2011-2013,1303,32,2.46,3.22,2.63,1.8,3.72,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.7600000000000002,-0.16999999999999993
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2012-2014,1199,44,3.67,2.71,3.99,2.9,5.36,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.96,-0.3200000000000003
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2014,780,2,0.26,0.67,0.28,0.03,1.03,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,-0.41000000000000003,-0.020000000000000018
599,Faxton - St. Lukes,Central NY,Central NY,All PCI,2014,279,8,2.87,1.63,2.07,0.89,4.08,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,1.2400000000000002,0.8000000000000003
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Valve or Valve/CABG,2011-2013,182,6,3.3,3.04,3.74,1.37,8.15,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,0.2599999999999998,-0.4400000000000004
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2013,436,8,1.83,1.4,1.5,0.65,2.95,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.43000000000000016,0.33000000000000007
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,All PCI,2015,1108,18,1.62,1.11,1.66,0.98,2.62,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,0.51,-0.039999999999999813
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,All PCI,2013,364,1,0.27,1.67,0.19,0.0,1.05,Rate significantly lower than Statewide Rate,2013,2013,2013,Rate significantly lower than Statewide Rate,False,False,False,-1.4,0.08000000000000002
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2012-2014,127,5,3.94,2.76,4.54,1.46,10.58,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,1.1800000000000002,-0.6000000000000001
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2011-2013,381,14,3.67,4.07,3.12,1.7,5.23,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,-0.40000000000000036,0.5499999999999998
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2014,97,0,0.0,1.1,0.0,0.0,4.2,Rate not different than Statewide Rate,2014,2014,2014,Rate not different than Statewide Rate,False,False,True,-1.1,0.0
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2012-2014,566,20,3.53,3.33,3.37,2.06,5.2,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.19999999999999973,0.1599999999999997
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2013,256,5,1.95,1.61,2.23,0.72,5.19,Rate not different than Statewide Rate,2013,2013,2013,Rate not different than Statewide Rate,False,False,True,0.33999999999999986,-0.28
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Emergency PCI,2011-2013,183,5,2.73,2.62,2.94,0.95,6.85,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,0.10999999999999988,-0.20999999999999996
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2011-2013,483,23,4.76,3.42,3.92,2.48,5.88,Rate not different than Statewide Rate,2011,2013,2012,Rate not different than Statewide Rate,False,False,True,1.3399999999999999,0.8399999999999999
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2012-2014,504,16,3.17,3.13,2.98,1.7,4.84,Rate not different than Statewide Rate,2012,2014,2013,Rate not different than Statewide Rate,False,False,True,0.040000000000000036,0.18999999999999995
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2013-2015,280,7,2.5,2.76,2.75,1.1,5.67,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,-0.2599999999999998,-0.25
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2013-2015,1474,52,3.53,3.18,3.36,2.51,4.41,Rate not different than Statewide Rate,2013,2015,2014,Rate not different than Statewide Rate,False,False,True,0.34999999999999964,0.16999999999999993
5,St. Peters Hospital,Capital District,Capital District,CABG,2015,344,1,0.29,1.05,0.43,0.01,2.39,Rate not different than Statewide Rate,2015,2015,2015,Rate not different than Statewide Rate,False,False,True,-0.76,-0.14
